Id,Title,Description,Comments (; delimited list)
1EfrAFlY8B4,Kitten Close Up 20170428,,The kitten knows that all cats purr  oo;Palm the shoe  inspector amp shoe tester Elsie cute wanting attention br Song amp her kittens are so beautiful amp cute Cuteness overload;i am making a favorite catkitten  video so i would really apreciate it if you commented onyour favorite one;Song is absolutely gorgeous  and they all look much better since they first arrived  you are an angel  MrA;pioch rzdzi ;Seeing cats living and eating on kitchen countertops freaks me out  And yes I know there are two camps on whether it is sanitary or not  For me it just seems counterintuitive to using hand santizers in kitten rooms while eating food in a kitchen where cats are welcomed on the countertops  Puzzling br br Poor Mr A is allergic to cats and yet he perseveres in caring for them  Song must emit some strong allergens cuz Mr A really sniffles and sneezes when he39s around her;Hi from Germany I am really enthusiastic about your channel and the great videos You do it with lots of love and I find your work great Now we have 5 small kittens and could learn a lot through you Many Thanks;Just look at Lute39s glorious whiskers  Simply stunning;Haddie has become such a fuzzball;Adorable;OH MY GOSH This is the best They even do close up videos of them Makes my day that much better Hands down the best youtube channel I39ve found in the past few years;Great news about Latte  And it39s also good news that I live very far away because I want one or maybe two or maybe three kittens Kittens are like potato chips nobody can have just one;This is soo cute br So happy for Latte too hope he goes to a wonderful forever home ;I am so happy Latte finally has a family to call home lt3 Exploration with the Fish was so cute And Song is such a gorgeous mom cat two of her babies remind me of my cats one of which I lost earlier this year lt3;That looks like a sureflap Cat flap though not the Dual scan model I have the Dual Scan model mod39ed to A run off a power supply but that39s so basic I don39t really class it as a mod B connect via WiFi so I can control it remotely Just wanted to say Hello to a fellow quotsuch a geek need a geeky cat flapquot geek ;Another morning coffee and breakfast and watching another episode of cuteness Thank you for posting and hello from the UK ;I love all the cats makes me smile;Song39s face when you were petting Lute was priceless  quotDid you just boop my son  The nervequot xDbr And I am so glad Latte is finally getting a new home ;Great news Latte has a home Wishing Latte a long healthy and happy life with his new family We will miss him Hal found something to replace a lap A basket full of toys Woohoo  Kittens exploring and snooping around Scared at new sounds Song purring and cute tiny babies squirming around Sooo cute   Thank you for sharing and for making my day;Fish on the loose
L5ErWSP79_k,VIRAL Football vol 2  INCREDIBLE You Wont Believe This,An astonishing collection of UNBELIEVABLE things done with a football that will simply blow your mind A LIKE would be amazing  a SHARE would be even ,YES GUYS VIRAL FOOTBALL VOL 2 IS HERE Viral football vol1 was our most succesful video worldwide and we have been planning to release vol 2 for a long time and the day is finally here If you enjoy it then don39t forget to smash the LIKE button SUBSCRIBE and share it with your friends Love peace amp tekkers Billy amp Jezza;Come to st Ablis;best youtuber ever;Dragon pack size7 us;Best video a hrefhttpwwwyoutubecomresultsq23F2SkillsF2Skillsa Song in outro Thanks;roberto carlos challenge plis plis;roberto carlos challenge plis plis;A knuckleball does cost far more than a penny because you have to buy the ball first;holey damn they are good;I enjoy youtube but network slow;this is just showing off now ;Now that was a quality video;Awesome job guys a hrefhttpwwwyoutubecomresultsq23f2familyf2familya;Yasin ztekin39den daha teknikler;f2 are so fuking good;Hey can u shout out for my channel please;do you no when ye did the ronaldo vs messi video ya messi had 4 and ronaldo had 3br ya now they both have 4     and ronaldo is  better  this year;who is faster billy or jezza;oh my god what skill;why are the European basketball hoops so weird
rxaKVeiBiOE,Mac DeMarco  One More Love Song Official Audio,One More Love Song is from Mac DeMarcos forthcoming album This Old Dog out May 5th 2017 on Captured Tracks All iTunes preorders come with ,This song makes me release my stress and massages my inner spirit;Another turn another shiftbr One last kiss from her lipsbr Another dream you39re putting downbr After all this time it turns out all you foundbr br Is one more love out to break your heartbr Set it up just to watch it fall apartbr br Another try another gobr Never thought you39d feel this lowbr Another dream put to bedbr After all this time it turns out all you hadbr br Is one more love out to break your heartbr Set it up just to watch it fall apartbr br One more love out to break your heartbr Set it up just to watch it fall apart;Wish it sounded more like the early performance at Coachella but still pretty dope;I love pianos this sounds amazing with Mac39s abilities;Great music Mac Thanks man;Mac the best Love ya;This video deserves way more views I hope Mac sells a million records;sweet Jesus this is beautiful ;No better song to be ketty too mac fucking love you;So glad I decided to get stoned and listen to Mac tonightbr br br br br  Wait I do that every night;Mac please make your legion of douchey fans disappear and give us og fans the og style;This song makes me feel in love when I39m not really in love;happy birthday Mac can39t wait to see you again love ya;This song is one of Mac39s best so excited for the album;i made a video for this song on vimeo  a hrefhttpsvimeocom215267311httpsvimeocom215267311a  i fucking cried while making this hope you39ll enjoy;Macky probably increased the human population with this track right here boyo;this one creeps up on you;This reminds me of Spinetta39s quotmi sueo de hoyquot I39m sure no one here knows that song but they have the same style and I love it;a hrefhttpwwwyoutubecomwatchvrxaKVeiBiOEampt2m48s248a;Love this new song
P9DBb-Eng20,Inside Japans Robot Hotel,Japans robot hotel The Henna Hotel or strange hotel is causing a stir at the moment with lots of media coverage We go and see if it lives up to the hype,We actually have a fully automated hotelmotel chain in Europe called quotFormula 1quot br You pay and get your key through a vending machine toilets and showers are cleaned automatically Because of the limited staff it39s usually quite cheap 35night;The wardrobe is about the best thing it has haha And I39m guessing there39s no room service either How else are you to sadly eat fries by yourself in the privacy of your room;Those robot fishes look real cool;This is why i wanna move to japan like if you agree;83 kilograms;i39m sure this has been asked before but what39s the artisttrack name of the music you play at the end of the video;It39s definitely missing the human touch Hotels are lonely enough as they are Why erase the only comforting thing about it which is the interaction and service you receive from other humans  The robot fish and dinosaurs can stay but leaving humans out completely is just weirdthen again that was the point of the hotel not for me Maybe someone enjoys it;the cookie comment siri makes is about an easter egg when you ask it what is 0  0 try it its funny;Seems a fun concept but the automation element is a Disturbing trend that will inevitably continue into the future thereby eventually leaving human beings jobless ;I just found your channel but I have so much to say so buckle up everyonebr br I seriously think it39s absolutely remarkable how much effort goes into these videos I find them hilarious informative and centered around one of my biggest interests Youbr Jk Japan hahahabr But the best part of that is it doesn39t feel like you39re showing yourself off all soaked and marinated in how much quotJapanesequot you39ve been able to become it genuinely feels like you39re introducing cool parts of the culture and fun places and awesome food And you just happen to be the hilarious narrator I have found a new love for Japan and especially the parts I wasn39t too interested in before like the food Seeing how comfortable you are and especially seeing the friends you39ve made has broken a barrier and a discomfort I previously felt at the thought of going to Japan myself I held it and its people on this pedestal and was scared of approaching it But it just sounds like so much fun and a place to meet people and make friends The barriers don39t need to be there and I love that so much br I appreciate too that a lot of your videos don39t have tons of swearing tho when it happens it makes it even funnier but particularly in your food videos I feel totally comfortable showing my family members That39s just a nice bonusbr You can see how much people appreciate these videos because the like to dislike ratio is insane I love your hate comment vids though my dad loved Top Gear and your humor reminds me of the driest most hilarious people from that showbr Also seeing all of your tips for learning Japanese pushed me past this block I39ve been having and I feel inspired to keep learning I have bad social anxiety but watching you speak to people in Japanese and be yourself has made me feel ready to try conversing with people And also I want to start learning kanji again And I hate learning kanjibr You are just a unique fresh perspective when it comes to vloggers in Japan but I also love all of the channels listed on your home page It39s introduced me to a lot of the culture that I wasn39t too interested in before Thank you for posting these for us to enjoy and sharing your experience Just hilarious So hilariousbr Can39t wait for the next vid;I love this series great work I39m highly anticipating the spin off Abroad in America where you39re flipped off every ten minutes by a road rage asshole or get to travel our decrepit 1910 infrastructure or watch as people go shopping at Walmart with clothes they freshly picked from the hamper;watched almost all ur vids  loved most of embr but you turning into a full time youtuber is going to destroy this channelbr maybe its just me or maybe not;Sick;We have the same birthday Weird;This reminds me of that robot run place in fallout 4;You have great humor You make me laugh in every video;It39s perfect for maintaining the public isolation of a city you might be surrounded by hundreds if not thousands of people but you only ever mumble a bit of something to the few people you HAVE to hand money over to;Seeing only a small portion of what Japan life is through these videos makes me want to travel there to experience japan culture  You39re the bee39s knee39s man;You39re birthday is April 21st and mine is the 20th Happy belated birthday almost birthday twin;thought I read there is a human controlling the front desk quotrobotsquot
o-5nJNWcq0o,MY NEW CAR,Join the movement Be a Maverick   THIS WAS ABSOLUTELY INSANE SUBSCRIBE FOR DAILY VLOGS,No video after maverick merch I39m disappointed ;the freestyling is soooo fucking cringy;YOOOOo this wasss littttttt Shay Mitchell is dopeeee bro SMASHCHOCH69;He should really make a tiedie hoodie it would be popping;Maverick looks bigger;loveyouuu;Nora Nash UUUHHHH ;Logan what happened to you your vlogs are boring     ;Please upload your videos earlier cause we39re living in another time zoneBut I can understand you39re busy ;Hi Logan Can you do a QampA If yes Is there Thinning 2 Coming out;love you so much;947 the persons face in the background ;At the start it said 043017;he has a concussion but he can still do the shakehead at the end of the vlog;jake Paul suck logan the best;go to jakes house with this car;whers the funny part Logan;you and Maverick are so sweet  love you logang;be a mavrick broooooo;done 
FBoFHc_DrBw,Anas Day Out  Overwatch Animation,Ana tries her best to support her team but will they appreciate her efforts Thanks for watching Follow us on Twitter  The software ,Sharing is great but please don39t reupload this video to FB Instagram Twitter and other social medias Thank you all so much for the support and lovely comments;ana so cute;That39s freakin cute Nice job;more videos please;Poor Poor Reinhardt;br ;if only the Mercy was  Lucio then we39d have BOOSTIObr br iOH THERE39S NO STOPPING ME NOWi;a hrefhttpwwwyoutubecomwatchvFBoFHcDrBwampt0m54s054a That happened to me once lol;Me as mercy XD;The fuck kinda team comp is Genji Orisa Reaper Hanzo Widow and Zen No wonder they died to a mercy Must be a bunch of platinums;those 60 damage headshots;why do i feel bad for rein oh wait BECAUSE ANA FREAKING NANO BOOSTS A SUPPORT HERO EVERY SINGLE MATCH;Im new to the game  and just realized that the battle cry in this video is actually one of Mercy39s falling soundsbr br br br I fell off a cliff ;potato aim much;the enemy team was a hanzi zenyatta Genji widow maker reaper and Orissa they had it coming;a hrefhttpswwwyoutubecomwatchvFBoFHcDrBwampt0m54s054a Mercy working a fulltime job;a hrefhttpwwwyoutubecomwatchvFBoFHcDrBwampt0m40s040abr Ana could have just shot here rifle and reaper would have died instantly;Cute;a hrefhttpwwwyoutubecomwatchvFBoFHcDrBwampt0m15s015a Hey medic Oh wait;This is legit how I play ana
RyD45BlHy9Q,I THINK I MADE THE COVER,Help us reach 800000 subscribers Click here to subscribe   Click this link ,How tf can u play in those jordan 31s it has the worst traction ever literaly;Yoooo tht editing was crazy dope Tht last cut pushing the camera was amazing;PG 1 Performance Test;is eastbay legit;Do the pg;Play solluminati;Who39s kick genius;Where the hell are bball shoes reviews;I need that KickGenius x Nike hoodie ASAP;pg 1 performance review pls bros;congrats J D;pg 1;I fucks with the hoodie;Do a performance test on the Mamba Instinct pls;Where can I get that fire jacket from he wearing;When39s the PG 1 performance test coming;Where is the Lebron 14 Test ;You all mfs still ain39t gonna upload another performance reviewNiggas been lazy brogod damnnn;Instrumental in the end ffffiiiiiire ;yall could be actors
OtdmFwiEpk4,REACTING TO OUR OLD CRINGEY VINES,Heath and I go over our really old cringey vines Heath and I talk about my 100th vlog Give it a thumbs up and subscribe FOR MORE UNCENSORED ,HEATH WITH SHORT HAIR YES HEATH GO BACK;Fuck Yeah You pull that shit out in Florida You get Fucked up Florida Lit As Fuck tho;So last year I lived with my boyfriend at his mother39s house for a few months until we got our own place One night after work I get into the shower and go to use my razor To my horror the razor had been used by his mother and it was literally SO FULL of hair I nearly threw up  Nothing is worse then when someone uses your personal shower things;duhh u the better ones;I had no idea you two were the guys from the spider web vine;Ha as the cigarette moves up and down when he talks ;IM CRYING BUT I WISHED THEY COULDVE REACTED TO THE quotPANNENUSquot ONE;is he drinking lean;I love how they call each other baby and i wish vine is still up and goin39 and i love zane and heathzeath;When your from Miami Florida and relate so much to them cause this is MIAMI 101 lol;this was uploaded on my birthday ye;So this is the real 100th vlog;I39m gonna be honest I39d fuck both of ye;Zane you and I are totally the same ;Yeah you go boys ;The Starbucks one was hilarious;YALL I REMEBER BEING 12 AND SEEING THAT KIDS BACK THRN TRADING LUNCH VS NOW LMAOOOO;remake and react;you guys should remake them on youtube and react to them;Zane I can see lately you and Heath39s relationship has been showing some abusive traits if you need anything or feel you are being attacked and scared about speaking out call this hotline  877966HELP I wish you the best of luck
bPTQ4OUSFUk,Full Face of OVER 800 Sequins,Follow me on Facebook   DONT GO JUST YET Subscribe to my channel to become a part of my oddball internet fam,this looks so cool how do you have so much patience haha nice one as always lex D;I love this video I39m;this reminds me of Welcome to the black parade mcrbr I39m not crying YOU39RE CRYING;Rolling stone is the greatest place;where can I get the silver body paint you used;I have watched this over 20 times now I can39t help but smile and want to glue stuff to my face now;this is soooo awesome and badass ;Where did you get those holographic sequins;Awesomeness;Holy hotness Super strong Misfits vibe here glamorously  This should be done for a music video Rock on and thanks for sharing;wow honestly i39m impressed you deserve 1 million likes;IF I WATCH THIS WILL IT quotpoofquot AWAY FROM MY RECOMMENDATION BOX;a hrefhttpwwwyoutubecomwatchvbPTQ4OUSFUkampt1m11s111abr bg noteb;;You have to make a video with some kind of art on your face and go to a store and have people react to it;HOLO YES YES YES;welcome to the black parade m8 br like if you get it xD;Could you do a pin up girl look;That39s what u call dedication This is amazing;Did you see that  holo
GBN4TTQ2Nf8,REACTING TO OLD PHOTOS w HANNAH  MAMRIE  Grace Helbig,Hannah Mamrie and I reacted to some of our very first Instagram photos Its CRINGE CITY USA Population US Watch the videos we made on their channels ,Wow I can39t believe instagram has been a thing for so long;Yassss GO HANNAH XDXDXDXD;Still adorbs;a hrefhttpwwwyoutubecomwatchvGBN4TTQ2Nf8ampt4m41s441a SHANE DAWSON IS THAT YOU;Mamrie looks gorgeous;all of their newish hair yes;Where39s that fila top from it39s ;Hannah is the most beautiful thing in the universe;perfecttt I have been waiting for them to do this lol;Your welcome you just earned some more money;the gangs all back together like a group of lesbian triplets;Hannah was trying to say all in like a poor player who goes all in on a hand;Lookin39 good Mamrie you too Grace and Hannah;quotYou don39t have to know me to know my greatnessquot ;Yeee boiiii grace got that signature bisexual hairstyle Looking like Korra and shit;every time i see mamrie in a vid she looks more n more attractive teach me ur ways ms hart;Which YDAD are they talking about at the end Is it still on here;Literally paused this video and almost ran outside because the background music sounds like the ice cream man ;a hrefhttpwwwyoutubecomwatchvGBN4TTQ2Nf8ampt5m57s557a it39s from Call Me Maybe lol;wait why did i just realize that hannah and mamrie have the same last name
