Id,Title,Description,Comments (; delimited list)
15Q4JDh_eJE,David Leyonhjelm on Outlast 2 The Witcher and video game censorship,David Leyonhjelm channels the White Wolf to attack the recent decision by the Australian Classification Board to refuse classification for the video game Outlast ,I would love to see some sort of gamers union worldwide to fight against regulators that knows nothing about video games and the gaming industry to fight against the bias a liesbr br br Australia if this man is able to change the situation where all games are available for adultsbr br Then thank this man for what he has done for your gaming needs;he39s right censorship as a whole is redundant because of the wonderful truth known as the internet dishonesty is a sin and it should be ridiculed;I like this guys stance on gaming and some other stuff too;hear hear david;Thank you Senator I will keep voting for Liberal party People do drugs and violent crimes probably don39t play video games;Thank you Senator for your voice of reason and the distinction between reality and fantasy I am 60 and don39t need a 39Nanny State39 to tell me the difference between the previously mentioned conditions I have been a gamer since the invention of the application and surprisingly I have never killed nor caused violent harm to anyone in the 39reality39 state nor has any of the gaming fraternity that I associate withbr Another avenue worth pursuing in the demographics of 39Gamers39 is the level of educational qualifications attained by the group which may offer to help educate the 39appointed39 Censorship  Board on terms such as nerd and geek not gangsta or terrorist;true true;As Australian this makes me proud This guy for Prime Minister;TAKE MY VOTE Based David;Goes to show that the Censorship board is outdated and needs SERIOUS modification;well done from uk;Wow I have got to remember that guys name He39s awesome;Okay why aren39t more people listening to David Leyonhjelm as opposed to the obvious slandering fraud that is Anita Sarkeesian;Meanwhile leftists in America amp Canada are plagued by SJW nonsense that forces game devs into self censorship;Vote this man for prime minister;So much respect for this man Just in three minutes he39s done more for videogames and gamers than gaming journalists have done in the last decade;As an American I like this man quite a bit  I wish we had more people like this in our Legislative Branch;Respect is now over 9000 for this fellow;Great to see someone with some sense in Australian government As an American looking in I thought your entire government consisted of moral authoritarians pushing for an ever increasing nanny state;Wow about time someone spoke out about this kind of stuffbr br Censorship is so dumb that39s what the rating board should be there for to categorise stuff so people can made decisions based on its rating not to demand changes to a game so it can make the classification or just outright be refused classificationbr Games are not longer a thing mainly for children anymore they are a hobby for many adults and shouldn39t be judged with unfair double standardsbr br The classification board seriously needs an overhaul because it seems like the views of the people running it are extremely datedbr br also can we do something about those rating logos on games and DVDs yet Gosh they are ugly as sin and completely ruin cover art Seriously the previous Australian logos from back before and around the early 21st century where excellentbr Really these dumb huge colourful logos feel like they are designed for 3 year olds who don39t even understand what they mean
e_-9sfCtS1A,ChanBaek  during EXOrDIUM IN MANILA 2017,This is a compilation of ChanBaek during the EXOrDIUM IN MANILA on 0225 0226 2017 Enjoy SupportChanBaek ALL VIDEOS PHOTOS AND MUSIC ,I love the vidoes that you made Thank you so much I hope you can make more of this This precious moments are making me cry A Big  for you;ChanYeol doesn39t play with the toy puppy ChanYeol IS a puppy with the toy puppy;The girls screaming ChanBaek omg i would do the same;The girls screaming ChanBaek omg i would do the same;This Video kills me;Oh my god I never even knew fans shouted chanbaek at that part in a hrefhttpswwwyoutubecomwatchve9sfCtS1Aampt1m27s127a ;what is the title of the song at a hrefhttpswwwyoutubecomwatchve9sfCtS1Aampt1m46s146a;a hrefhttpswwwyoutubecomwatchve9sfCtS1Aampt5m35s535a Parents scolding their quotsonquot  ;i love you thank youuu;can someone tell me wht is the title of the songs use;OMGThey are doing Milly rockI haven39t seen any kpop idol do that;when the fans started to shout quot ChanbaekChanbaekquot i can39t stop myself from smiling really wide  waahh chanbaek is life ;they only 8 why wheres lay ;quotChanbaekChanbaekquot ;Sooo nice Cuuuuuutttttte ;IM IN PURE BLISS RN 39 CHANBAEEKKKEKEKEKEKKEKEKEKK THIS IS MAKING MY HEART FLUTTER LIKE NON OTHER;;The way Chanyeol stares at Baekhyun is what makes me ship them more;THOSE GIRLS SCREAMING CHANBAEK OMG;Your videos IS Beautiful 
hnxb5qIr82U,        ,               ,    ;      ;     ;        ;privet vika  a mozno eto toze v muffinsform  cpacibo;             ;              24       3     ;  ;    ;           ;     ;                  12    ;;             ;          ;;  ;          ;     ;       
bX8zfeI7Vg4,11 Study Tips For Learning Japanese How I learnt English,A lot of people asked me what my language learning tips are and how I learned English So today Im going to give you my 11 study tips that I used to learn ,just subscribed you39re teaching exactly how I learn really good lessons;That quottquot on learnt just perfect ;bTip 12b Subscribe to Japanese Ammo with Misa on YouTube;; ;In the sentence 39dancing is fun39 you transleted it as 3939  Can I say 3939 ;Great stuff Thanks for this;a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt1m37s137a Misa I hope you realize that in the context that Barney uses the word only men can use it for uh obvious reasons Women can only get nailedw;I have spent months researching into learning Japanese online and discovered a great resource at Japanese Magic Method google it if you39re interested;;;So glad I found your channel it has helped me so muchbr br ;Fantastic video I39m very glad I found your channel You explain everything so clearly And the anime segment was gold;This is high quality please keep on making these awesome videos I will spread the word;sugoi ;Hello rLearnJapanese;Is there a reason you sound australian;I39ll mention this channel on my selfstudy livestream tomorrow It obviously takes a lot of effort to record and edit and add overlays for these 30 minute lessons you createbr br Also I39ll add it39s a good idea to study from Dramas and any transcripts if available  Here39s an example of studying a drama called 39Zettai Kareshi39 using the course on Memrise  a hrefhttpsyoutubeBQqJ1rn9Dqwt1h17m00shttpsyoutubeBQqJ1rn9Dqwt1h17m00sa;Summary and Time Indexbr br a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt00m20s0020a Keep a notebook that you treasurebr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt01m48s0148a Make your own sentencesbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt03m44s0344a Write down you common thoughts and wordsbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt04m29s0429a Translate the first and last bits of a Japanese sentencebr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt10m20s1020a Sword Art Online examplebr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt25m24s2524a Write A LOTbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt26m47s2647a Don39t worry about your accentbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt27m42s2742a Do grammar drillsbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt28m47s2847a Use manga to studybr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt31m07s3107a Relax in Japanesebr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt31m54s3154a Listen to songs when you are low in motivationbr a hrefhttpwwwyoutubecomwatchvbX8zfeI7Vg4ampt33m15s3315a Have fun;Er I nailed her doesn39t mean  I nailed it does but nailing someone is a euphemism for having sex with them
1yB7mAy3PZg,Vietsub KASANETEKU  ,Vietsub  KASENETEKU B kp cho cc gi i Gokon  Ngun  Brought to you from ,Main n phng qu v;cn nhiu bi ch chiu ntn ; nghe mi k chn;Cho mnh hi t vbr Tn bi ht theo katakana l kasaneteku br Sao bn li ghi l kaseneteku v br Mnh mi hc ting Nht nn hi thc mc v cch bn dch ra;Welax a mnh ti y Cm n cc bn sub nhiu nhiu lm nha lt3 lt3 lt3;i mi bn ssub  39;welax a mnh n y v cm n ngi dch lt3 bi ny gy nghin v l;Cm n bn  sub nha;xD d  thng vi  cm n bn   sub;cm n  sub;Cm n cc bn sub lt3;M qu n ;Thng ad Welax post mt bi hay th ny m  up km tn bi m thy m lun mi tm c ti y huhu;Cm n ch xinh p  sub cho ti em lt3 nh my bi vui vy m ng lc hc nht Ng mi khng li tn ;cm n bn nhiu;cm n bn  lm sub nh ;;nghe nghin lm lunnn; nh mnh
NQ5k5F1c7Pg,CLOSED Giveaway  Custom No Thinkin Shorts,    Victoria Sarandaki         ,    Victoria Sarandaki            ;            2 ;    3     ; 2   lt3 lt3 lt3;  1 ;1 ;          1 ; 1      39 ;Makariiiii na mai h tuxerhhh to thelwwwwwwwww para poluuuuu ;Th 2h epilogh  Einai foverooooo ;H 2h epilogh einai teleiabr Makari na eimai h upertuxerh pou tha kerdisei auto to fantastiko shortsbr love ubr xoxo;H 2h epilogh einai teleiabr Makari na eimai h upertuxerh pou tha kerdisei auto to fantastiko shortsbr love ubr xoxo;     1  ; 1    ; 1;  3         ; 3; ; 1 lt3 lt3;         2     
Rx08aSoh4IA,GGUERRA Steve Vai   I would love to,Quer dar uma fora no meu trabalho CD  Vakinha  Quer dar uma fora no meu ,Bem que poderia disponibilizar a TAB e uma vdeo aula completa seria top br Pow Gustavo ensina pra gente essa musica seus inscritos aqui ficaram muito felizes rsrsrsbr valeuuuu;o Satriani n curtiu esse vdeo kkkk;muito bom irmo feelings exelentes e timbre extraordinariamente limpobr sem dvida  um dos melhores guitarristas do Brasil;A glr me ajudem l no meu canal  curtam comentam e se inscrevam  MT obg  Deus os abenoe;SHOW GUSTAVO  MUITO SUCESSO PARA VC  QUERIDO POIS VC MERECE;GGuerra me responde por favor qual o segundo melhor Guitarrista do Brasil em sua humilde opinio claro q o primeiro lugar vem vc disparado o meu idolo kk;kk eu ganhei de uma namorada uma esttua igual a sua  feita meio q artesanal o chapeu e os joelhos do boneco so uma porca kkk s q a minha a pintura  escura  br br a parte musical no  necessrio dizer  mas t perfeito ;animal;Monstro Ta com cara de que vc gravou faz tempo hehehe;Steve vai no  guitarrista  ele  um alquimista da guitarra o que   algo bem diferente rsrsrs  parabns Gg;cara parabns pelo vdeo a qualidade do som dos seus vdeos  fantstica acho que o melhor som que eu j ouvi pelo YouTube;Steve Vai sendo Satriani;tenho visto seus videos vc toca muito Gustavo Guerra da at gosto de ver quem sabe tocar parabns ;De mais Sucesso;cara logo no inicio deu uma leve uma leve  impressao que voce estava tocando  a musica do Dragon ball Z kklklkkkkkkbr muito top  parabens Deus te abencoe;Qual  a sua opinio em relao aos EMG39s;You are the most verbatim guitarist I have ever seen Every cover you nail as good if not better than the original;muito Show que som  esse;caracaaaaaaaa meus guitarristas favoritos Steve Vai e Gustavo Guerrademaisssssssssssss;Your chops have always been amazing Gustavo but one thing about the mix as a whole at least in my opinion is that I feel some of the mids are missing to give us the fuller experience of Steve Vai Just a bit of a tweak would definitely give it a good sound Otherwise you have a great video on your hands
gY3N-ox1tik,Maayavan Official Full Songs  CVKumar  Sundeep Kishan Lavanya Tripathi Jackie Shroff  Ghibran,Maayavan is an 2017 upcoming Indian Tamil science fiction thriller film co produced and directed by CVKumar The film features Sundeep Kishan and Lavanya ,a good sign that people are taking the effort to add backgroudn score it increases the idea of watching the film  i never had any interest to watch the film in fact dont even know anything about the film  but now its creating a curiosity hats off team;massuuu thala;love the background score and mella mella  nice vocices;love the background score and mella mella  nice vocices;now it s a completeeeeeeee music;Shweta  you have sang the song so beautifully I have been playing it on repeat br So many times Ghibran and shweta wow wow wow;enda ungalu hans zimmer vitta vera theriyatha dark knight intertellar copy pannatha music director tamil industry illa enna koduma sir ethu hans zimmer valga;The super police is waiting for usbr sundeep Kishanbr a hrefhttpwwwyoutubecomresultsq23MaayavanMaayavana a hrefhttpwwwyoutubecomresultsq23NakshatramNakshatramabr Both super hits coming on its way;Romba naal kalichu oru best Tamil album ippatha paakurabr ;Enna background scorebr ghibran pichchi odharitaaru br ;nice music by ghibran;Sundeep Kishan looks so smartbr Angel Lavanyabr Ghibran Music awesome;mella mella song awesome superb lyrics wit melting music ;love mella mella sollavamy favorite song in the album Thank you Ghibran sir;;one of the best composition  gonna become a fan of ghibraan;wow fantastic songs all the best princess lavanya;The instrumental tracks are great I wish the same sincerity had reflected in the songs too;BGM tracks are terrific ghibran sir did something extraordinary;very nice songs ghibran all the best
lNm7PIiBuPI,WooAcademy  Episode 2   The Spotlight effect,Wondering how not to be that creepy bob Dont worry The Woo Academy is here to help you up your game and build your WooQ In this episode of the Woo ,
4AuBC9K0EhY,EL SEOR DE ZACATECAS LOS BUCHONES DE CULIACAN VIDEO OFICIAL 2017,ELSEORDEZACATECAS VIDEO OFICIAL PA TODA LA RAZA DE ZACATECAS SALUDOS AQUI LES ENCARGAMOS LO MAS NUEVO 2017 CON LA ,AA POS Como No La Bella Zacatecas y puro Buchones de culiacan pariente;al pendiemte aki en san antonio del cipres panuco zacatecas puro comandante amburgesa aki su mejor kuas el pilon;;en el vdeo nunca se ve una tuba ;manden saludos a Vallarta;Los mejores por supuesto puros Buchones de Culiacn;Es todo viejones saludos de parte su amigos Clika los necios a hrefhttpwwwyoutubecomresultsq23SiseC3B1orSiseora video quedo chingon la tola nibse diga ;puro jalpa zacatecas;asi o maz chingon BUCHONES DE CULIACAN se la rifan maziizo;cdg rifa en zacatecas y tabasco;esa de baltazar y Juan Rams;As nomas quedo saludos ;Arriba Tabasco Zac;Chingon el corrido pero el video de la verga;Si les queda con tuba al  viejones;Chingon el corrido saludos desde La Ceja Zacatecasbr Pura Raza Zacatecana;Puro buchones de culiacan y que se oiga esa tuba;Al milln mucho xito a hrefhttpwwwyoutubecomresultsq23elseC3B1ordezacatecaselseordezacatecasa ;quedo chingon como debe ser puro buchones saludos compas
KVFGlp6MuN4,Original Watercolor Gardener Watercolor Speedpaint,Music used in this video does not belong to me Arrietys Song  You Can Be King Again by Lauren Aquilina ,I WANT THIS IN MY HOUSE;i love your work;very beautiful;this is NOT quotBEAUTIFULquot;Omg the arrietty song o  btw Love this drawing bb;omg oo;br ;wow it39s amazing I usually colour from light base colour then proceed to darker colour I really should try the way you do it someday ;omg I love love this and I wish I could paint like you I have no sense of control when it comes to water and my colors always end up mixing into each other and getting this ugly muddy color but I love the medium any tips Also what paints do you use This turned out really nice ;Make a video about your materials please;thanks for sare your process its so beautiful lt3;Xiao you are my inspiration to paint in watercolor Draw paint and create incredible things many thanks for sharing your talent with us lt3br br I have a question xDbr br What kind of sheets do you use;it39s so beauutiful I can see you put a feeling into your painting cause it39s just showed from your painttbr and the song is also perfect to your painting  Really love itt;Hey dear You will go far with your art b3b please dream highbr Have you a Patreon account If not you MUST create one;NO DISLIKES THATS AMAZING ;i love this SOOO much its absolutely beautiful how long did this take you;so beautiful amazing;just howww omg this is so goals im so inspired;Of course I enjoyed it It39s soooooooo beautiful lt3;wow I39m glad you finished it You put so much effort on it The result is so nice Please keep uploading original works of course if you want
06VbgC4rHBs,Only The Tequila Talkin Lisa Bouchelle featuring John Popper,Lisa Bouchelle and John Popper from Blues Traveler duet on an Americana Country Tequila drinking song Only The Tequila Talkin was written by Lisa and ,
